ETHBTC Close,TRXBTC Close,TRXETH Close,NormalizedTRXETH,PriceDiff,Movement
0.0962,0.00000819,0.00008536,8.21163E-06,-0.002634312,-0.011597938
0.096708,0.00000814,0.00008437,8.15925E-06,-0.00235977,-0.00426692
0.096803,0.00000813,0.00008401,8.13242E-06,-0.000297578,0.016426616
0.096,0.00000819,0.00008539,8.19744E-06,-0.0009076,-0.00011711
0.096101,0.00000823,0.00008538,8.2051E-06,0.003034285,0.002810963
0.096215,0.00000823,0.00008562,8.23793E-06,-0.000962414,-0.002569493
0.096218,0.00000819,0.0000854,8.21702E-06,-0.003287957,-0.004683841
0.096131,0.00000818,0.000085,8.17114E-06,0.001084917,0.001058824
0.095709,0.00000814,0.00008509,8.14388E-06,-0.000476285,0
0.095975,0.00000815,0.00008509,8.16651E-06,-0.002022007,-0.001057704
0.095857,0.00000816,0.000085,8.14785E-06,0.001491806,0
0.095573,0.00000814,0.000085,8.12371E-06,0.002005858,-0.001176471
0.095445,0.00000811,0.0000849,8.10328E-06,0.000829232,0.005889282
